algorithm,param_set,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,crypto_type,correctness,timestamp,notes,trial_id
BIKE-L5,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.211,77.08,,,2025-11-17T02:47:56.520050,,609
BIKE-L5,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7362,81.37,,,2025-11-17T02:47:56.520061,,610
BIKE-L5,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3403,68.34,,,2025-11-17T02:47:56.520075,,611
BIKE-L5,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6971,70.51,,,2025-11-17T02:47:56.520088,,612
BIKE-L5,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6006,66.73,,,2025-11-17T02:47:56.520100,,613
BIKE-L5,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9859,66.97,,,2025-11-17T02:47:56.520111,,614
BIKE-L5,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0861,68.71,,,2025-11-17T02:47:56.520122,,615
BIKE-L5,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8072,65.54,,,2025-11-17T02:47:56.520136,,616
BIKE-L5,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7492,65.63,,,2025-11-17T02:47:56.520147,,617
BIKE-L5,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4628,64.38,,,2025-11-17T02:47:56.520160,,618
BIKE-L5,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0924,72.3,,,2025-11-17T02:47:56.520170,,619
BIKE-L5,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6725,70.85,,,2025-11-17T02:47:56.520181,,620
BIKE-L5,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9022,66.1,,,2025-11-17T02:47:56.520195,,621
BIKE-L5,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7354,66.7,,,2025-11-17T02:47:56.520206,,622
BIKE-L5,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2972,63.51,,,2025-11-17T02:47:56.520217,,623
BIKE-L5,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.271,61.93,,,2025-11-17T02:47:56.520228,,624
BIKE-L5,512,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7092,67.38,,,2025-11-17T02:47:56.520240,,625
BIKE-L5,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.6792,56.39,,,2025-11-17T02:47:56.520255,,626
BIKE-L5,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.64,61.49,,,2025-11-17T02:47:56.520269,,627
BIKE-L5,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.981,61.32,,,2025-11-17T02:47:56.520282,,628
BIKE-L5,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7091,60.0,,,2025-11-17T02:47:56.520293,,629
BIKE-L5,512,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7172,63.87,,,2025-11-17T02:47:56.520305,,630
BIKE-L5,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4212,66.69,,,2025-11-17T02:47:56.520320,,631
BIKE-L5,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6622,69.59,,,2025-11-17T02:47:56.520331,,632
BIKE-L5,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4445,63.0,,,2025-11-17T02:47:56.520349,,633
BIKE-L5,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9438,64.07,,,2025-11-17T02:47:56.520360,,634
BIKE-L5,768,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4126,68.38,,,2025-11-17T02:47:56.520371,,635
BIKE-L5,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2047,68.49,,,2025-11-17T02:47:56.520386,,636
BIKE-L5,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4922,68.61,,,2025-11-17T02:47:56.520398,,637
BIKE-L5,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1763,66.55,,,2025-11-17T02:47:56.520409,,638
BIKE-L5,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3725,72.65,,,2025-11-17T02:47:56.520420,,639
BIKE-L5,768,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.508,65.11,,,2025-11-17T02:47:56.520430,,640
BIKE-L5,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2628,60.82,,,2025-11-17T02:47:56.520444,,641
BIKE-L5,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6016,58.44,,,2025-11-17T02:47:56.520455,,642
BIKE-L5,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9592,59.7,,,2025-11-17T02:47:56.520466,,643
BIKE-L5,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4525,58.02,,,2025-11-17T02:47:56.520476,,644
BIKE-L5,768,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0455,65.34,,,2025-11-17T02:47:56.520487,,645
BIKE-L5,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7781,60.67,,,2025-11-17T02:47:56.520501,,646
BIKE-L5,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7302,58.12,,,2025-11-17T02:47:56.520513,,647
BIKE-L5,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.8431,63.49,,,2025-11-17T02:47:56.520524,,648
BIKE-L5,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7675,65.49,,,2025-11-17T02:47:56.520535,,649
BIKE-L5,768,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.5973,57.34,,,2025-11-17T02:47:56.520545,,650
BIKE-L5,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9978,65.0,,,2025-11-17T02:47:56.520560,,651
BIKE-L5,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7903,61.03,,,2025-11-17T02:47:56.520571,,652
BIKE-L5,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.7132,56.63,,,2025-11-17T02:47:56.520591,,653
BIKE-L5,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.2803,59.2,,,2025-11-17T02:47:56.520602,,654
BIKE-L5,768,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.7427,60.38,,,2025-11-17T02:47:56.520613,,655
BIKE-L5,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.6908,55.96,,,2025-11-17T02:47:56.520627,,656
BIKE-L5,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.9281,55.78,,,2025-11-17T02:47:56.520639,,657
BIKE-L5,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.5994,54.72,,,2025-11-17T02:47:56.520651,,658
BIKE-L5,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.632,55.04,,,2025-11-17T02:47:56.520777,,659
BIKE-L5,768,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.3092,56.54,,,2025-11-17T02:47:56.520958,,660
BIKE-L5,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7553,83.71,,,2025-11-17T02:47:56.520994,,661
BIKE-L5,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.3066,88.41,,,2025-11-17T02:47:56.521007,,662
BIKE-L5,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.1016,86.11,,,2025-11-17T02:47:56.521020,,663
BIKE-L5,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6202,76.34,,,2025-11-17T02:47:56.521031,,664
BIKE-L5,768,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2694,88.91,,,2025-11-17T02:47:56.521043,,665
BIKE-L5,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.441,80.28,,,2025-11-17T02:47:56.521057,,666
BIKE-L5,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1492,72.25,,,2025-11-17T02:47:56.521068,,667
BIKE-L5,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0066,79.87,,,2025-11-17T02:47:56.521079,,668
BIKE-L5,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6175,82.29,,,2025-11-17T02:47:56.521090,,669
BIKE-L5,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.498,80.01,,,2025-11-17T02:47:56.521101,,670
BIKE-L5,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5573,74.5,,,2025-11-17T02:47:56.521116,,671
BIKE-L5,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6045,79.26,,,2025-11-17T02:47:56.521128,,672
BIKE-L5,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3023,72.43,,,2025-11-17T02:47:56.521139,,673
BIKE-L5,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0029,73.63,,,2025-11-17T02:47:56.521150,,674
BIKE-L5,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8597,80.94,,,2025-11-17T02:47:56.521161,,675
BIKE-L5,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.228,79.72,,,2025-11-17T02:47:56.521177,,676
BIKE-L5,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.941,71.07,,,2025-11-17T02:47:56.521188,,677
BIKE-L5,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4682,71.53,,,2025-11-17T02:47:56.521200,,678
BIKE-L5,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5454,66.31,,,2025-11-17T02:47:56.521212,,679
BIKE-L5,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2665,72.36,,,2025-11-17T02:47:56.521224,,680
BIKE-L5,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.9438,72.21,,,2025-11-17T02:47:56.521242,,681
BIKE-L5,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5553,72.19,,,2025-11-17T02:47:56.521253,,682
BIKE-L5,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4618,73.48,,,2025-11-17T02:47:56.521265,,683
BIKE-L5,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1511,68.96,,,2025-11-17T02:47:56.521276,,684
BIKE-L5,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.309,66.49,,,2025-11-17T02:47:56.521287,,685
BIKE-L5,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3553,63.68,,,2025-11-17T02:47:56.521303,,686
BIKE-L5,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.93,67.58,,,2025-11-17T02:47:56.521314,,687
BIKE-L5,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4983,63.57,,,2025-11-17T02:47:56.521325,,688
BIKE-L5,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.074,63.86,,,2025-11-17T02:47:56.521337,,689
BIKE-L5,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.5502,66.56,,,2025-11-17T02:47:56.521349,,690
BIKE-L5,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5721,70.24,,,2025-11-17T02:47:56.521365,,691
BIKE-L5,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7178,70.58,,,2025-11-17T02:47:56.521377,,692
BIKE-L5,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9002,77.2,,,2025-11-17T02:47:56.521389,,693
BIKE-L5,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.5689,79.07,,,2025-11-17T02:47:56.521400,,694
BIKE-L5,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5348,84.51,,,2025-11-17T02:47:56.521411,,695
BIKE-L5,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7503,75.46,,,2025-11-17T02:47:56.521425,,696
BIKE-L5,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8132,74.91,,,2025-11-17T02:47:56.521437,,697
BIKE-L5,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.6609,70.72,,,2025-11-17T02:47:56.521448,,698
BIKE-L5,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1038,74.35,,,2025-11-17T02:47:56.521458,,699
BIKE-L5,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4118,74.78,,,2025-11-17T02:47:56.521469,,700
BIKE-L5,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4744,62.24,,,2025-11-17T02:47:56.521482,,701
BIKE-L5,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3199,71.09,,,2025-11-17T02:47:56.521493,,702
BIKE-L5,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1106,66.06,,,2025-11-17T02:47:56.521503,,703
BIKE-L5,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9176,67.03,,,2025-11-17T02:47:56.521514,,704
BIKE-L5,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4913,65.68,,,2025-11-17T02:47:56.521525,,705
BIKE-L5,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9581,67.74,,,2025-11-17T02:47:56.521539,,706
BIKE-L5,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7201,66.38,,,2025-11-17T02:47:56.521550,,707
BIKE-L5,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9966,67.17,,,2025-11-17T02:47:56.521561,,708
BIKE-L5,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7892,65.12,,,2025-11-17T02:47:56.521572,,709
BIKE-L5,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8707,67.02,,,2025-11-17T02:47:56.521582,,710
BIKE-L5,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6225,62.94,,,2025-11-17T02:47:56.521596,,711
BIKE-L5,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0671,67.3,,,2025-11-17T02:47:56.521607,,712
BIKE-L5,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1719,64.92,,,2025-11-17T02:47:56.521618,,713
BIKE-L5,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.7658,65.78,,,2025-11-17T02:47:56.521629,,714
BIKE-L5,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.0293,59.8,,,2025-11-17T02:47:56.521639,,715
BIKE-L5,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3479,54.97,,,2025-11-17T02:47:56.521653,,716
BIKE-L5,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4837,58.93,,,2025-11-17T02:47:56.521664,,717
BIKE-L5,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0565,57.26,,,2025-11-17T02:47:56.521674,,718
BIKE-L5,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0199,58.57,,,2025-11-17T02:47:56.521685,,719
BIKE-L5,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2537,59.74,,,2025-11-17T02:47:56.521695,,720
BIKE-L5,1024,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3394,68.15,,,2025-11-17T02:47:56.521710,,721
BIKE-L5,1024,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9312,68.69,,,2025-11-17T02:47:56.521721,,722
BIKE-L5,1024,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7477,64.73,,,2025-11-17T02:47:56.521732,,723
BIKE-L5,1024,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3604,68.27,,,2025-11-17T02:47:56.521759,,724
BIKE-L5,1024,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.4628,66.73,,,2025-11-17T02:47:56.521772,,725
BIKE-L5,1024,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.3816,67.82,,,2025-11-17T02:47:56.521786,,726
BIKE-L5,1024,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.2131,64.11,,,2025-11-17T02:47:56.521796,,727
BIKE-L5,1024,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.6655,67.61,,,2025-11-17T02:47:56.521807,,728
BIKE-L5,1024,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1102,68.0,,,2025-11-17T02:47:56.521817,,729
BIKE-L5,1024,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8255,67.0,,,2025-11-17T02:47:56.521828,,730
BIKE-L5,1024,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4208,59.36,,,2025-11-17T02:47:56.521843,,731
BIKE-L5,1024,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4259,58.92,,,2025-11-17T02:47:56.521853,,732
BIKE-L5,1024,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2294,59.68,,,2025-11-17T02:47:56.521864,,733
BIKE-L5,1024,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0058,58.71,,,2025-11-17T02:47:56.521965,,734
BIKE-L5,1024,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.2915,57.72,,,2025-11-17T02:47:56.521981,,735
BIKE-L5,1024,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6551,61.63,,,2025-11-17T02:47:56.522000,,736
BIKE-L5,1024,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6496,59.83,,,2025-11-17T02:47:56.522013,,737
BIKE-L5,1024,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.9337,64.65,,,2025-11-17T02:47:56.522024,,738
BIKE-L5,1024,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.4615,62.91,,,2025-11-17T02:47:56.522036,,739
BIKE-L5,1024,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.8951,62.41,,,2025-11-17T02:47:56.522047,,740
BIKE-L5,1024,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.5985,58.12,,,2025-11-17T02:47:56.522061,,741
BIKE-L5,1024,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.7455,55.91,,,2025-11-17T02:47:56.522072,,742
BIKE-L5,1024,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.3969,59.33,,,2025-11-17T02:47:56.522083,,743
BIKE-L5,1024,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.8811,62.11,,,2025-11-17T02:47:56.522094,,744
BIKE-L5,1024,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6999,63.34,,,2025-11-17T02:47:56.522105,,745
BIKE-L5,1024,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.4324,56.51,,,2025-11-17T02:47:56.522119,,746
BIKE-L5,1024,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.2577,53.51,,,2025-11-17T02:47:56.522130,,747
BIKE-L5,1024,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.1132,54.9,,,2025-11-17T02:47:56.522142,,748
BIKE-L5,1024,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.9708,50.93,,,2025-11-17T02:47:56.522153,,749
BIKE-L5,1024,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.213,57.14,,,2025-11-17T02:47:56.522165,,750
BIKE-L5,1024,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2931,78.37,,,2025-11-17T02:47:56.522181,,751
BIKE-L5,1024,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5456,86.22,,,2025-11-17T02:47:56.522193,,752
BIKE-L5,1024,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.6112,86.85,,,2025-11-17T02:47:56.522204,,753
BIKE-L5,1024,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.4765,83.04,,,2025-11-17T02:47:56.522215,,754
BIKE-L5,1024,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.3631,81.91,,,2025-11-17T02:47:56.522226,,755
BIKE-L5,1024,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.0611,82.1,,,2025-11-17T02:47:56.522240,,756
BIKE-L5,1024,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5596,89.99,,,2025-11-17T02:47:56.522251,,757
BIKE-L5,1024,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.8991,88.18,,,2025-11-17T02:47:56.522262,,758
BIKE-L5,1024,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6663,76.86,,,2025-11-17T02:47:56.522273,,759
BIKE-L5,1024,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1622,75.17,,,2025-11-17T02:47:56.522284,,760
BIKE-L5,1024,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.6643,70.36,,,2025-11-17T02:47:56.522298,,761
BIKE-L5,1024,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0481,77.62,,,2025-11-17T02:47:56.522310,,762
BIKE-L5,1024,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5901,72.66,,,2025-11-17T02:47:56.522321,,763
BIKE-L5,1024,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1029,76.56,,,2025-11-17T02:47:56.522332,,764
BIKE-L5,1024,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.6159,71.93,,,2025-11-17T02:47:56.522343,,765
BIKE-L5,1024,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4239,66.25,,,2025-11-17T02:47:56.522358,,766
BIKE-L5,1024,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1193,72.43,,,2025-11-17T02:47:56.522370,,767
BIKE-L5,1024,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9159,74.86,,,2025-11-17T02:47:56.522382,,768
BIKE-L5,1024,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.3461,73.55,,,2025-11-17T02:47:56.522393,,769
BIKE-L5,1024,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1259,77.06,,,2025-11-17T02:47:56.522404,,770
BIKE-L5,1024,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8318,71.19,,,2025-11-17T02:47:56.522418,,771
BIKE-L5,1024,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5884,76.69,,,2025-11-17T02:47:56.522429,,772
BIKE-L5,1024,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.7836,74.87,,,2025-11-17T02:47:56.522440,,773
BIKE-L5,1024,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1936,69.37,,,2025-11-17T02:47:56.522451,,774
BIKE-L5,1024,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.8753,74.47,,,2025-11-17T02:47:56.522462,,775
BIKE-L5,1024,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.071,65.43,,,2025-11-17T02:47:56.522477,,776
BIKE-L5,1024,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7511,68.57,,,2025-11-17T02:47:56.522489,,777
BIKE-L5,1024,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.7412,70.85,,,2025-11-17T02:47:56.522499,,778
BIKE-L5,1024,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.8835,67.56,,,2025-11-17T02:47:56.522510,,779
BIKE-L5,1024,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.408,65.77,,,2025-11-17T02:47:56.522521,,780
BIKE-L5,1024,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1802,74.08,,,2025-11-17T02:47:56.522536,,781
BIKE-L5,1024,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.8285,77.14,,,2025-11-17T02:47:56.522547,,782
BIKE-L5,1024,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1497,77.47,,,2025-11-17T02:47:56.522559,,783
BIKE-L5,1024,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7266,75.0,,,2025-11-17T02:47:56.522570,,784
BIKE-L5,1024,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.637,75.99,,,2025-11-17T02:47:56.522581,,785
BIKE-L5,1024,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.4342,72.63,,,2025-11-17T02:47:56.522595,,786
BIKE-L5,1024,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0281,68.63,,,2025-11-17T02:47:56.522606,,787
BIKE-L5,1024,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.2033,72.35,,,2025-11-17T02:47:56.522618,,788
