alg_family,param_set,operation,message_bytes,concurrency,cpu_ghz,aesni,avx2,neon,machine_id,os_name,containerized,latency_ms,throughput_ops,timestamp,notes,trial_id
ML-KEM,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.6159,93.58,2025-11-10T19:49:38.704824,,188
ML-KEM,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.3351,95.32,2025-11-10T19:49:38.704833,,189
ML-KEM,768,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.0828,97.67,2025-11-10T19:49:38.704842,,190
ML-KEM,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2518,93.0,2025-11-10T19:49:38.704854,,191
ML-KEM,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.6975,84.78,2025-11-10T19:49:38.704863,,192
ML-KEM,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.3428,84.7,2025-11-10T19:49:38.704872,,193
ML-KEM,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.1241,98.27,2025-11-10T19:49:38.704881,,194
ML-KEM,768,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2746,83.04,2025-11-10T19:49:38.704889,,195
ML-KEM,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.6484,93.11,2025-11-10T19:49:38.704902,,196
ML-KEM,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.386,91.48,2025-11-10T19:49:38.704912,,197
ML-KEM,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.4086,87.69,2025-11-10T19:49:38.704921,,198
ML-KEM,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.166,87.79,2025-11-10T19:49:38.704930,,199
ML-KEM,768,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0749,93.65,2025-11-10T19:49:38.704939,,200
ML-KEM,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.753,84.3,2025-11-10T19:49:38.704951,,201
ML-KEM,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.484,79.45,2025-11-10T19:49:38.704960,,202
ML-KEM,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.8493,88.39,2025-11-10T19:49:38.704969,,203
ML-KEM,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.5852,86.69,2025-11-10T19:49:38.704978,,204
ML-KEM,768,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.1209,93.2,2025-11-10T19:49:38.704988,,205
ML-KEM,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7284,88.5,2025-11-10T19:49:38.705000,,206
ML-KEM,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7289,83.1,2025-11-10T19:49:38.705009,,207
ML-KEM,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.5074,78.2,2025-11-10T19:49:38.705018,,208
ML-KEM,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.6627,77.72,2025-11-10T19:49:38.705027,,209
ML-KEM,768,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4991,77.2,2025-11-10T19:49:38.705036,,210
ML-KEM,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.0778,85.8,2025-11-10T19:49:38.705049,,211
ML-KEM,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2876,90.61,2025-11-10T19:49:38.705058,,212
ML-KEM,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.8291,90.54,2025-11-10T19:49:38.705067,,213
ML-KEM,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.6686,90.34,2025-11-10T19:49:38.705076,,214
ML-KEM,768,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.216,98.79,2025-11-10T19:49:38.705084,,215
ML-KEM,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.9432,79.93,2025-11-10T19:49:38.705116,,216
ML-KEM,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7476,88.61,2025-11-10T19:49:38.705125,,217
ML-KEM,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.7072,84.4,2025-11-10T19:49:38.705134,,218
ML-KEM,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.4658,90.82,2025-11-10T19:49:38.705167,,219
ML-KEM,768,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.274,84.7,2025-11-10T19:49:38.705176,,220
ML-KEM,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.8039,84.19,2025-11-10T19:49:38.705188,,221
ML-KEM,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2915,79.38,2025-11-10T19:49:38.705197,,222
ML-KEM,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.9565,75.28,2025-11-10T19:49:38.705205,,223
ML-KEM,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7238,80.39,2025-11-10T19:49:38.705214,,224
ML-KEM,768,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.7298,81.34,2025-11-10T19:49:38.705223,,225
ML-KEM,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0789,73.15,2025-11-10T19:49:38.705260,,226
ML-KEM,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2394,79.76,2025-11-10T19:49:38.705269,,227
ML-KEM,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2873,81.97,2025-11-10T19:49:38.705278,,228
ML-KEM,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.2578,84.97,2025-11-10T19:49:38.705307,,229
ML-KEM,768,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.4488,82.5,2025-11-10T19:49:38.705317,,230
ML-KEM,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.5842,79.22,2025-11-10T19:49:38.705331,,231
ML-KEM,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.1111,83.37,2025-11-10T19:49:38.705340,,232
ML-KEM,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.0021,75.35,2025-11-10T19:49:38.705349,,233
ML-KEM,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.287,84.04,2025-11-10T19:49:38.705358,,234
ML-KEM,768,decap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,12.0176,79.19,2025-11-10T19:49:38.705367,,235
ML-KEM,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.1411,71.17,2025-11-10T19:49:38.705379,,236
ML-KEM,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.5763,74.72,2025-11-10T19:49:38.705388,,237
ML-KEM,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4057,73.45,2025-11-10T19:49:38.705397,,238
ML-KEM,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.4549,73.37,2025-11-10T19:49:38.705406,,239
ML-KEM,768,decap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,13.1112,72.52,2025-11-10T19:49:38.705415,,240
ML-KEM,768,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.1498,69.25,2025-11-10T19:49:38.705427,,241
ML-KEM,768,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.0178,69.81,2025-11-10T19:49:38.705437,,242
ML-KEM,768,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.9422,68.05,2025-11-10T19:49:38.705445,,243
ML-KEM,768,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.0552,72.06,2025-11-10T19:49:38.705454,,244
ML-KEM,768,sign,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,14.563,70.63,2025-11-10T19:49:38.705463,,245
ML-KEM,768,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.6432,61.81,2025-11-10T19:49:38.705475,,246
ML-KEM,768,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.3917,67.22,2025-11-10T19:49:38.705484,,247
ML-KEM,768,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.6081,65.63,2025-11-10T19:49:38.705493,,248
ML-KEM,768,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.5867,66.11,2025-11-10T19:49:38.705503,,249
ML-KEM,768,sign,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,15.475,64.79,2025-11-10T19:49:38.705512,,250
ML-KEM,768,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9572,57.88,2025-11-10T19:49:38.705524,,251
ML-KEM,768,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9902,59.93,2025-11-10T19:49:38.705532,,252
ML-KEM,768,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.1326,57.51,2025-11-10T19:49:38.705541,,253
ML-KEM,768,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3065,56.56,2025-11-10T19:49:38.705550,,254
ML-KEM,768,sign,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.2507,58.65,2025-11-10T19:49:38.705559,,255
ML-KEM,768,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.639,54.72,2025-11-10T19:49:38.705571,,256
ML-KEM,768,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.5591,58.81,2025-11-10T19:49:38.705581,,257
ML-KEM,768,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.8326,53.6,2025-11-10T19:49:38.705590,,258
ML-KEM,768,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.3387,59.84,2025-11-10T19:49:38.705599,,259
ML-KEM,768,sign,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0079,60.52,2025-11-10T19:49:38.705608,,260
ML-KEM,768,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.4614,56.15,2025-11-10T19:49:38.705620,,261
ML-KEM,768,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.0246,61.42,2025-11-10T19:49:38.705629,,262
ML-KEM,768,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.3158,55.26,2025-11-10T19:49:38.705638,,263
ML-KEM,768,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,16.9302,58.39,2025-11-10T19:49:38.705647,,264
ML-KEM,768,sign,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,17.4917,59.52,2025-11-10T19:49:38.705656,,265
ML-KEM,768,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.9668,52.02,2025-11-10T19:49:38.705668,,266
ML-KEM,768,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,19.6012,49.04,2025-11-10T19:49:38.705677,,267
ML-KEM,768,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,19.2739,51.66,2025-11-10T19:49:38.705686,,268
ML-KEM,768,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,19.8233,52.13,2025-11-10T19:49:38.705695,,269
ML-KEM,768,sign,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,18.8537,52.73,2025-11-10T19:49:38.705704,,270
ML-KEM,768,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.4084,140.62,2025-11-10T19:49:38.705717,,271
ML-KEM,768,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.9855,120.94,2025-11-10T19:49:38.705726,,272
ML-KEM,768,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.4803,120.92,2025-11-10T19:49:38.705736,,273
ML-KEM,768,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.6703,121.03,2025-11-10T19:49:38.705745,,274
ML-KEM,768,verify,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.5894,130.24,2025-11-10T19:49:38.705754,,275
ML-KEM,768,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.2093,139.54,2025-11-10T19:49:38.705766,,276
ML-KEM,768,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.1187,126.6,2025-11-10T19:49:38.705775,,277
ML-KEM,768,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,7.9715,127.49,2025-11-10T19:49:38.705784,,278
ML-KEM,768,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.4798,115.66,2025-11-10T19:49:38.705793,,279
ML-KEM,768,verify,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.2369,125.79,2025-11-10T19:49:38.705802,,280
ML-KEM,768,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2018,103.63,2025-11-10T19:49:38.705815,,281
ML-KEM,768,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.4079,123.92,2025-11-10T19:49:38.705824,,282
ML-KEM,768,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.4297,122.33,2025-11-10T19:49:38.705833,,283
ML-KEM,768,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2098,106.1,2025-11-10T19:49:38.705842,,284
ML-KEM,768,verify,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.2184,127.59,2025-11-10T19:49:38.705851,,285
ML-KEM,768,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.2389,118.87,2025-11-10T19:49:38.705863,,286
ML-KEM,768,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.8452,116.68,2025-11-10T19:49:38.705872,,287
ML-KEM,768,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2658,112.17,2025-11-10T19:49:38.705882,,288
ML-KEM,768,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.76,98.69,2025-11-10T19:49:38.705891,,289
ML-KEM,768,verify,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.6742,116.4,2025-11-10T19:49:38.705899,,290
ML-KEM,768,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.6488,113.15,2025-11-10T19:49:38.705912,,291
ML-KEM,768,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,8.7101,114.04,2025-11-10T19:49:38.705921,,292
ML-KEM,768,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.2399,113.39,2025-11-10T19:49:38.705930,,293
ML-KEM,768,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.0396,111.92,2025-11-10T19:49:38.705940,,294
ML-KEM,768,verify,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.8191,105.69,2025-11-10T19:49:38.705949,,295
ML-KEM,768,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.6794,102.39,2025-11-10T19:49:38.705961,,296
ML-KEM,768,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.7655,106.68,2025-11-10T19:49:38.705969,,297
ML-KEM,768,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,9.6833,104.63,2025-11-10T19:49:38.705978,,298
ML-KEM,768,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,11.2623,88.67,2025-11-10T19:49:38.705987,,299
ML-KEM,768,verify,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,10.2185,102.3,2025-11-10T19:49:38.705996,,300
ML-DSA,512,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.9306,253.32,2025-11-10T19:49:38.706009,,301
ML-DSA,512,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.8406,265.31,2025-11-10T19:49:38.706019,,302
ML-DSA,512,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5779,213.3,2025-11-10T19:49:38.706028,,303
ML-DSA,512,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.5234,182.41,2025-11-10T19:49:38.706037,,304
ML-DSA,512,keygen,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.9715,192.3,2025-11-10T19:49:38.706063,,305
ML-DSA,512,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.2632,196.77,2025-11-10T19:49:38.706078,,306
ML-DSA,512,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.3702,222.01,2025-11-10T19:49:38.706087,,307
ML-DSA,512,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5154,214.65,2025-11-10T19:49:38.706097,,308
ML-DSA,512,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.8044,213.01,2025-11-10T19:49:38.706106,,309
ML-DSA,512,keygen,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.1192,201.98,2025-11-10T19:49:38.706115,,310
ML-DSA,512,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.2862,189.98,2025-11-10T19:49:38.706127,,311
ML-DSA,512,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.088,165.79,2025-11-10T19:49:38.706136,,312
ML-DSA,512,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.0552,157.23,2025-11-10T19:49:38.706145,,313
ML-DSA,512,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.9651,169.19,2025-11-10T19:49:38.706154,,314
ML-DSA,512,keygen,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.0541,203.16,2025-11-10T19:49:38.706164,,315
ML-DSA,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.7137,212.47,2025-11-10T19:49:38.706176,,316
ML-DSA,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.4512,177.84,2025-11-10T19:49:38.706186,,317
ML-DSA,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.7912,178.43,2025-11-10T19:49:38.706195,,318
ML-DSA,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.0132,172.33,2025-11-10T19:49:38.706205,,319
ML-DSA,512,keygen,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.184,161.29,2025-11-10T19:49:38.706214,,320
ML-DSA,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.0867,171.96,2025-11-10T19:49:38.706227,,321
ML-DSA,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.1539,186.25,2025-11-10T19:49:38.706236,,322
ML-DSA,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.2423,191.82,2025-11-10T19:49:38.706246,,323
ML-DSA,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.6655,169.42,2025-11-10T19:49:38.706256,,324
ML-DSA,512,keygen,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.7547,175.84,2025-11-10T19:49:38.706265,,325
ML-DSA,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.0918,158.58,2025-11-10T19:49:38.706278,,326
ML-DSA,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.6133,152.05,2025-11-10T19:49:38.706287,,327
ML-DSA,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.0446,172.79,2025-11-10T19:49:38.706296,,328
ML-DSA,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.8519,175.01,2025-11-10T19:49:38.706305,,329
ML-DSA,512,keygen,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,6.3467,157.83,2025-11-10T19:49:38.706314,,330
ML-DSA,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.6366,213.56,2025-11-10T19:49:38.706327,,331
ML-DSA,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.3856,218.42,2025-11-10T19:49:38.706336,,332
ML-DSA,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.0811,244.25,2025-11-10T19:49:38.706345,,333
ML-DSA,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.5078,299.26,2025-11-10T19:49:38.706354,,334
ML-DSA,512,encap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.6962,257.79,2025-11-10T19:49:38.706363,,335
ML-DSA,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5048,225.74,2025-11-10T19:49:38.706375,,336
ML-DSA,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.2958,226.38,2025-11-10T19:49:38.706384,,337
ML-DSA,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.9325,246.14,2025-11-10T19:49:38.706421,,338
ML-DSA,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.449,215.7,2025-11-10T19:49:38.706430,,339
ML-DSA,512,encap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,3.1621,305.91,2025-11-10T19:49:38.706439,,340
ML-DSA,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.4197,224.01,2025-11-10T19:49:38.706454,,341
ML-DSA,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.7684,217.76,2025-11-10T19:49:38.706465,,342
ML-DSA,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.3769,228.33,2025-11-10T19:49:38.706476,,343
ML-DSA,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.0491,237.76,2025-11-10T19:49:38.706487,,344
ML-DSA,512,encap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5862,222.6,2025-11-10T19:49:38.706497,,345
ML-DSA,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.7544,170.15,2025-11-10T19:49:38.706511,,346
ML-DSA,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.0698,205.99,2025-11-10T19:49:38.706521,,347
ML-DSA,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.3124,228.19,2025-11-10T19:49:38.706530,,348
ML-DSA,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.3097,223.64,2025-11-10T19:49:38.706539,,349
ML-DSA,512,encap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.2154,194.43,2025-11-10T19:49:38.706549,,350
ML-DSA,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5128,221.01,2025-11-10T19:49:38.706585,,351
ML-DSA,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.1348,240.13,2025-11-10T19:49:38.706594,,352
ML-DSA,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5644,215.3,2025-11-10T19:49:38.706603,,353
ML-DSA,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.9145,204.94,2025-11-10T19:49:38.706612,,354
ML-DSA,512,encap,1024,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.2613,224.95,2025-11-10T19:49:38.706621,,355
ML-DSA,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.7317,179.33,2025-11-10T19:49:38.706633,,356
ML-DSA,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.6557,184.59,2025-11-10T19:49:38.706642,,357
ML-DSA,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.0019,205.49,2025-11-10T19:49:38.706651,,358
ML-DSA,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.6389,180.57,2025-11-10T19:49:38.706660,,359
ML-DSA,512,encap,1024,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.5556,216.51,2025-11-10T19:49:38.706670,,360
ML-DSA,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.4002,235.33,2025-11-10T19:49:38.706682,,361
ML-DSA,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.1761,238.04,2025-11-10T19:49:38.706691,,362
ML-DSA,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.1764,201.46,2025-11-10T19:49:38.706700,,363
ML-DSA,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.8067,211.81,2025-11-10T19:49:38.706709,,364
ML-DSA,512,decap,0,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.1789,200.46,2025-11-10T19:49:38.706718,,365
ML-DSA,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.0994,197.98,2025-11-10T19:49:38.706730,,366
ML-DSA,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.6428,216.35,2025-11-10T19:49:38.706739,,367
ML-DSA,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.0475,258.45,2025-11-10T19:49:38.706748,,368
ML-DSA,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.0286,258.07,2025-11-10T19:49:38.706757,,369
ML-DSA,512,decap,0,16,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.1175,252.76,2025-11-10T19:49:38.706766,,370
ML-DSA,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.7424,203.63,2025-11-10T19:49:38.706778,,371
ML-DSA,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.7103,182.17,2025-11-10T19:49:38.706787,,372
ML-DSA,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.9384,195.09,2025-11-10T19:49:38.706796,,373
ML-DSA,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.8419,164.01,2025-11-10T19:49:38.706805,,374
ML-DSA,512,decap,0,64,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,5.4168,187.69,2025-11-10T19:49:38.706813,,375
ML-DSA,512,decap,1024,1,0.0,0,0,0,MacBook-Pro-4.local,darwin,0,4.8243,210.72,2025-11-10T19:49:38.706825,,376
